"AEBODSYS","AEHLGT","AEHLT","AEDECOD","A","C","B","D","APLUSB","CPLUSD","N","PCTTREAT","PCTCONTROL","RD","RR","PVALUE"
"Respiratory, thoracic and mediastinal disorders","RESPIRATORY DISORDERS NEC","RESPIRATORY FAILURES (EXCL NEONATAL)","",2,2,2600,2622,2602,2624,5226,0.1,0.1,0,1,1
"Respiratory, thoracic and mediastinal disorders","RESPIRATORY DISORDERS NEC","RESPIRATORY TRACT DISORDERS NEC","FOREIGN BODY ASPIRATION",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Respiratory, thoracic and mediastinal disorders","RESPIRATORY DISORDERS NEC","RESPIRATORY TRACT DISORDERS NEC","LUNG DISORDER",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Respiratory, thoracic and mediastinal disorders","RESPIRATORY DISORDERS NEC","RESPIRATORY TRACT DISORDERS NEC","",0,2,2602,2622,2602,2624,5226,0,0.1,-0.1,0,1.4
"Respiratory, thoracic and mediastinal disorders","RESPIRATORY DISORDERS NEC","UPPER RESPIRATORY TRACT SIGNS AND SYMPTOMS","SNORING",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Respiratory, thoracic and mediastinal disorders","RESPIRATORY DISORDERS NEC","UPPER RESPIRATORY TRACT SIGNS AND SYMPTOMS","THROAT TIGHTNESS",1,0,2601,2624,2602,2624,5226,0,0,0,0,0.7
"Respiratory, thoracic and mediastinal disorders","RESPIRATORY DISORDERS NEC","UPPER RESPIRATORY TRACT SIGNS AND SYMPTOMS","",1,1,2601,2623,2602,2624,5226,0,0,0,1,0.7
"Respiratory, thoracic and mediastinal disorders","RESPIRATORY DISORDERS NEC","","",12,9,2590,2615,2602,2624,5226,0.5,0.3,0.1,1.3,2
"Respiratory, thoracic and mediastinal disorders","SLEEP DISTURBANCES (INCL SUBTYPES)","SLEEP APNOEAS","SLEEP APNOEA SYNDROME",3,4,2599,2620,2602,2624,5226,0.1,0.2,0,0.8,1.3
"Respiratory, thoracic and mediastinal disorders","SLEEP DISTURBANCES (INCL SUBTYPES)","SLEEP APNOEAS","",3,4,2599,2620,2602,2624,5226,0.1,0.2,0,0.8,1.3
"Respiratory, thoracic and mediastinal disorders","SLEEP DISTURBANCES (INCL SUBTYPES)","","",3,4,2599,2620,2602,2624,5226,0.1,0.2,0,0.8,1.3
"Respiratory, thoracic and mediastinal disorders","UPPER RESPIRATORY TRACT DISORDERS (EXCL INFECTIONS)","LARYNGEAL SPASM, OEDEMA AND OBSTRUCTION","LARYNGEAL STENOSIS",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Respiratory, thoracic and mediastinal disorders","UPPER RESPIRATORY TRACT DISORDERS (EXCL INFECTIONS)","LARYNGEAL SPASM, OEDEMA AND OBSTRUCTION","",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Respiratory, thoracic and mediastinal disorders","UPPER RESPIRATORY TRACT DISORDERS (EXCL INFECTIONS)","NASAL DISORDERS NEC","EPISTAXIS",3,6,2599,2618,2602,2624,5226,0.1,0.2,-0.1,0.5,1.8
"Respiratory, thoracic and mediastinal disorders","UPPER RESPIRATORY TRACT DISORDERS (EXCL INFECTIONS)","NASAL DISORDERS NEC","NASAL POLYPS",0,2,2602,2622,2602,2624,5226,0,0.1,-0.1,0,1.4
"Respiratory, thoracic and mediastinal disorders","UPPER RESPIRATORY TRACT DISORDERS (EXCL INFECTIONS)","NASAL DISORDERS NEC","",3,8,2599,2616,2602,2624,5226,0.1,0.3,-0.2,0.4,2.5
"Respiratory, thoracic and mediastinal disorders","UPPER RESPIRATORY TRACT DISORDERS (EXCL INFECTIONS)","","",3,9,2599,2615,2602,2624,5226,0.1,0.3,-0.2,0.3,2.9
"Respiratory, thoracic and mediastinal disorders","","","",57,67,2545,2557,2602,2624,5226,2.2,2.6,-0.4,0.9,3
"Skin and subcutaneous tissue disorders","ALLERGIC CONDITIONS","ALLERGIC CONDITIONS NEC","DERMATITIS ALLERGIC",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Skin and subcutaneous tissue disorders","ALLERGIC CONDITIONS","ALLERGIC CONDITIONS NEC","ERYTHEMA MULTIFORME",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Skin and subcutaneous tissue disorders","ALLERGIC CONDITIONS","ALLERGIC CONDITIONS NEC","",0,2,2602,2622,2602,2624,5226,0,0.1,-0.1,0,1.4
"Skin and subcutaneous tissue disorders","ALLERGIC CONDITIONS","","",0,2,2602,2622,2602,2624,5226,0,0.1,-0.1,0,1.4
"Skin and subcutaneous tissue disorders","ANGIOEDEMA AND URTICARIA","URTICARIAS","URTICARIA",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Skin and subcutaneous tissue disorders","ANGIOEDEMA AND URTICARIA","URTICARIAS","",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Skin and subcutaneous tissue disorders","ANGIOEDEMA AND URTICARIA","","",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Skin and subcutaneous tissue disorders","ANGIOEDEMAS","ANGIOEDEMA","ANGIONEUROTIC OEDEMA",1,0,2601,2624,2602,2624,5226,0,0,0,0,0.7
"Skin and subcutaneous tissue disorders","ANGIOEDEMAS","ANGIOEDEMA","",1,0,2601,2624,2602,2624,5226,0,0,0,0,0.7
"Skin and subcutaneous tissue disorders","ANGIOEDEMAS","","",1,0,2601,2624,2602,2624,5226,0,0,0,0,0.7
"Skin and subcutaneous tissue disorders","CUTANEOUS NEOPLASMS BENIGN","SKIN CYSTS AND POLYPS","DERMAL CYST",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Skin and subcutaneous tissue disorders","CUTANEOUS NEOPLASMS BENIGN","SKIN CYSTS AND POLYPS","",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Skin and subcutaneous tissue disorders","CUTANEOUS NEOPLASMS BENIGN","","",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Skin and subcutaneous tissue disorders","DERMATITIS AND ECZEMA","DERMATITIS","SKIN INFLAMMATION",0,2,2602,2622,2602,2624,5226,0,0.1,-0.1,0,1.4
"Skin and subcutaneous tissue disorders","DERMATITIS AND ECZEMA","DERMATITIS","",0,2,2602,2622,2602,2624,5226,0,0.1,-0.1,0,1.4
"Skin and subcutaneous tissue disorders","DERMATITIS AND ECZEMA","","",0,2,2602,2622,2602,2624,5226,0,0.1,-0.1,0,1.4
"Skin and subcutaneous tissue disorders","EPIDERMAL AND DERMAL CONDITIONS","BULLOUS CONDITIONS","BLISTER",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Skin and subcutaneous tissue disorders","EPIDERMAL AND DERMAL CONDITIONS","BULLOUS CONDITIONS","",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Skin and subcutaneous tissue disorders","EPIDERMAL AND DERMAL CONDITIONS","DERMAL AND EPIDERMAL CONDITIONS NEC","SKIN NECROSIS",3,1,2599,2623,2602,2624,5226,0.1,0,0.1,3,1.4
"Skin and subcutaneous tissue disorders","EPIDERMAL AND DERMAL CONDITIONS","DERMAL AND EPIDERMAL CONDITIONS NEC","",3,1,2599,2623,2602,2624,5226,0.1,0,0.1,3,1.4
"Skin and subcutaneous tissue disorders","EPIDERMAL AND DERMAL CONDITIONS","DERMATITIS AND ECZEMA","ECZEMA",2,2,2600,2622,2602,2624,5226,0.1,0.1,0,1,1
"Skin and subcutaneous tissue disorders","EPIDERMAL AND DERMAL CONDITIONS","DERMATITIS AND ECZEMA","",2,2,2600,2622,2602,2624,5226,0.1,0.1,0,1,1
"Skin and subcutaneous tissue disorders","EPIDERMAL AND DERMAL CONDITIONS","DERMATITIS ASCRIBED TO SPECIFIC AGENT","DRUG ERUPTION",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Skin and subcutaneous tissue disorders","EPIDERMAL AND DERMAL CONDITIONS","DERMATITIS ASCRIBED TO SPECIFIC AGENT","",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Skin and subcutaneous tissue disorders","EPIDERMAL AND DERMAL CONDITIONS","PAPULOSQUAMOUS CONDITIONS","LICHEN PLANUS",1,0,2601,2624,2602,2624,5226,0,0,0,0,0.7
"Skin and subcutaneous tissue disorders","EPIDERMAL AND DERMAL CONDITIONS","PAPULOSQUAMOUS CONDITIONS","",1,0,2601,2624,2602,2624,5226,0,0,0,0,0.7
"Skin and subcutaneous tissue disorders","EPIDERMAL AND DERMAL CONDITIONS","PRURITUS NEC","PRURITUS",2,0,2600,2624,2602,2624,5226,0.1,0,0.1,0,1.4
"Skin and subcutaneous tissue disorders","EPIDERMAL AND DERMAL CONDITIONS","PRURITUS NEC","PRURITUS GENERALISED",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Skin and subcutaneous tissue disorders","EPIDERMAL AND DERMAL CONDITIONS","PRURITUS NEC","RASH PRURITIC",1,0,2601,2624,2602,2624,5226,0,0,0,0,0.7
"Skin and subcutaneous tissue disorders","EPIDERMAL AND DERMAL CONDITIONS","PRURITUS NEC","",3,1,2599,2623,2602,2624,5226,0.1,0,0.1,3,1.4
"Skin and subcutaneous tissue disorders","EPIDERMAL AND DERMAL CONDITIONS","PSORIATIC CONDITIONS","PSORIASIS",0,2,2602,2622,2602,2624,5226,0,0.1,-0.1,0,1.4
"Skin and subcutaneous tissue disorders","EPIDERMAL AND DERMAL CONDITIONS","PSORIATIC CONDITIONS","",0,2,2602,2622,2602,2624,5226,0,0.1,-0.1,0,1.4
"Skin and subcutaneous tissue disorders","EPIDERMAL AND DERMAL CONDITIONS","RASHES, ERUPTIONS AND EXANTHEMS NEC","RASH",1,2,2601,2622,2602,2624,5226,0,0.1,0,0.5,1
"Skin and subcutaneous tissue disorders","EPIDERMAL AND DERMAL CONDITIONS","RASHES, ERUPTIONS AND EXANTHEMS NEC","",1,2,2601,2622,2602,2624,5226,0,0.1,0,0.5,1
"Skin and subcutaneous tissue disorders","EPIDERMAL AND DERMAL CONDITIONS","","",10,10,2592,2614,2602,2624,5226,0.4,0.4,0,1,1.7
"Skin and subcutaneous tissue disorders","GENERAL SYSTEM DISORDERS NEC","GENERAL SIGNS AND SYMPTOMS NEC","HYPERHIDROSIS",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Skin and subcutaneous tissue disorders","GENERAL SYSTEM DISORDERS NEC","GENERAL SIGNS AND SYMPTOMS NEC","",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Skin and subcutaneous tissue disorders","GENERAL SYSTEM DISORDERS NEC","","",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Skin and subcutaneous tissue disorders","INJURIES NEC","SKIN INJURIES NEC","BLISTER",1,0,2601,2624,2602,2624,5226,0,0,0,0,0.7
"Skin and subcutaneous tissue disorders","INJURIES NEC","SKIN INJURIES NEC","",1,0,2601,2624,2602,2624,5226,0,0,0,0,0.7
"Skin and subcutaneous tissue disorders","INJURIES NEC","","",1,0,2601,2624,2602,2624,5226,0,0,0,0,0.7
"Skin and subcutaneous tissue disorders","SKIN AND SUBCUTANEOUS TISSUE DISORDERS NEC","SKIN AND SUBCUTANEOUS TISSUE ULCERATIONS","DIABETIC ULCER",1,0,2601,2624,2602,2624,5226,0,0,0,0,0.7
"Skin and subcutaneous tissue disorders","SKIN AND SUBCUTANEOUS TISSUE DISORDERS NEC","SKIN AND SUBCUTANEOUS TISSUE ULCERATIONS","SKIN ULCER",9,11,2593,2613,2602,2624,5226,0.3,0.4,-0.1,0.8,1.8
"Skin and subcutaneous tissue disorders","SKIN AND SUBCUTANEOUS TISSUE DISORDERS NEC","SKIN AND SUBCUTANEOUS TISSUE ULCERATIONS","",10,11,2592,2613,2602,2624,5226,0.4,0.4,0,0.9,1.8
"Skin and subcutaneous tissue disorders","SKIN AND SUBCUTANEOUS TISSUE DISORDERS NEC","","",10,11,2592,2613,2602,2624,5226,0.4,0.4,0,0.9,1.8
"Skin and subcutaneous tissue disorders","SKIN APPENDAGE CONDITIONS","ALOPECIAS","ALOPECIA",1,0,2601,2624,2602,2624,5226,0,0,0,0,0.7
"Skin and subcutaneous tissue disorders","SKIN APPENDAGE CONDITIONS","ALOPECIAS","",1,0,2601,2624,2602,2624,5226,0,0,0,0,0.7
"Skin and subcutaneous tissue disorders","SKIN APPENDAGE CONDITIONS","APOCRINE AND ECCRINE GLAND DISORDERS","COLD SWEAT",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Skin and subcutaneous tissue disorders","SKIN APPENDAGE CONDITIONS","APOCRINE AND ECCRINE GLAND DISORDERS","",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Skin and subcutaneous tissue disorders","SKIN APPENDAGE CONDITIONS","PILAR DISORDERS NEC","HAIR GROWTH ABNORMAL",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Skin and subcutaneous tissue disorders","SKIN APPENDAGE CONDITIONS","PILAR DISORDERS NEC","",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Skin and subcutaneous tissue disorders","SKIN APPENDAGE CONDITIONS","ROSACEAS","ROSACEA",1,0,2601,2624,2602,2624,5226,0,0,0,0,0.7
"Skin and subcutaneous tissue disorders","SKIN APPENDAGE CONDITIONS","ROSACEAS","",1,0,2601,2624,2602,2624,5226,0,0,0,0,0.7
"Skin and subcutaneous tissue disorders","SKIN APPENDAGE CONDITIONS","","",2,2,2600,2622,2602,2624,5226,0.1,0.1,0,1,1
"Skin and subcutaneous tissue disorders","","","",24,30,2578,2594,2602,2624,5226,0.9,1.1,-0.2,0.8,2.5
"Social circumstances","FAMILY ISSUES","FAMILY AND PARTNER ISSUES","RESPITE CARE",7,9,2595,2615,2602,2624,5226,0.3,0.3,-0.1,0.8,1.7
"Social circumstances","FAMILY ISSUES","FAMILY AND PARTNER ISSUES","",7,9,2595,2615,2602,2624,5226,0.3,0.3,-0.1,0.8,1.7
"Social circumstances","FAMILY ISSUES","","",7,9,2595,2615,2602,2624,5226,0.3,0.3,-0.1,0.8,1.7
"Social circumstances","LIFESTYLE ISSUES","DISABILITY ISSUES","DISABILITY",3,5,2599,2619,2602,2624,5226,0.1,0.2,-0.1,0.6,1.5
"Social circumstances","LIFESTYLE ISSUES","DISABILITY ISSUES","",3,5,2599,2619,2602,2624,5226,0.1,0.2,-0.1,0.6,1.5
"Social circumstances","LIFESTYLE ISSUES","","",3,5,2599,2619,2602,2624,5226,0.1,0.2,-0.1,0.6,1.5
"Social circumstances","THERAPEUTIC PROCEDURES AND SUPPORTIVE CARE NEC","DIETARY AND NUTRITIONAL THERAPIES","WEIGHT LOSS DIET",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Social circumstances","THERAPEUTIC PROCEDURES AND SUPPORTIVE CARE NEC","DIETARY AND NUTRITIONAL THERAPIES","",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Social circumstances","THERAPEUTIC PROCEDURES AND SUPPORTIVE CARE NEC","","",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Social circumstances","","","",10,15,2592,2609,2602,2624,5226,0.4,0.6,-0.2,0.7,2.3
"Surgical and medical procedures","ARTERIAL THERAPEUTIC PROCEDURES (EXCL AORTIC)","CORONARY ARTERY BYPASS","CORONARY ARTERY SURGERY",3,2,2599,2622,2602,2624,5226,0.1,0.1,0,1.5,1.2
"Surgical and medical procedures","ARTERIAL THERAPEUTIC PROCEDURES (EXCL AORTIC)","CORONARY ARTERY BYPASS","",3,2,2599,2622,2602,2624,5226,0.1,0.1,0,1.5,1.2
"Surgical and medical procedures","ARTERIAL THERAPEUTIC PROCEDURES (EXCL AORTIC)","ENDARTERECTOMY","THROMBOENDARTERECTOMY",1,3,2601,2621,2602,2624,5226,0,0.1,-0.1,0.3,1.4
"Surgical and medical procedures","ARTERIAL THERAPEUTIC PROCEDURES (EXCL AORTIC)","ENDARTERECTOMY","",1,3,2601,2621,2602,2624,5226,0,0.1,-0.1,0.3,1.4
"Surgical and medical procedures","ARTERIAL THERAPEUTIC PROCEDURES (EXCL AORTIC)","","",4,5,2598,2619,2602,2624,5226,0.2,0.2,0,0.8,1.4
"Surgical and medical procedures","BONE AND JOINT THERAPEUTIC PROCEDURES","JOINT THERAPEUTIC PROCEDURES","HIP ARTHROPLASTY",2,4,2600,2620,2602,2624,5226,0.1,0.2,-0.1,0.5,1.4
"Surgical and medical procedures","BONE AND JOINT THERAPEUTIC PROCEDURES","JOINT THERAPEUTIC PROCEDURES","HIP SURGERY",1,0,2601,2624,2602,2624,5226,0,0,0,0,0.7
"Surgical and medical procedures","BONE AND JOINT THERAPEUTIC PROCEDURES","JOINT THERAPEUTIC PROCEDURES","KNEE ARTHROPLASTY",5,1,2597,2623,2602,2624,5226,0.2,0,0.2,5,2.4
"Surgical and medical procedures","BONE AND JOINT THERAPEUTIC PROCEDURES","JOINT THERAPEUTIC PROCEDURES","KNEE OPERATION",0,2,2602,2622,2602,2624,5226,0,0.1,-0.1,0,1.4
"Surgical and medical procedures","BONE AND JOINT THERAPEUTIC PROCEDURES","JOINT THERAPEUTIC PROCEDURES","ROTATOR CUFF REPAIR",1,0,2601,2624,2602,2624,5226,0,0,0,0,0.7
"Surgical and medical procedures","BONE AND JOINT THERAPEUTIC PROCEDURES","JOINT THERAPEUTIC PROCEDURES","SHOULDER ARTHROPLASTY",1,0,2601,2624,2602,2624,5226,0,0,0,0,0.7
"Surgical and medical procedures","BONE AND JOINT THERAPEUTIC PROCEDURES","JOINT THERAPEUTIC PROCEDURES","SHOULDER OPERATION",3,0,2599,2624,2602,2624,5226,0.1,0,0.1,0,2.1
"Surgical and medical procedures","BONE AND JOINT THERAPEUTIC PROCEDURES","JOINT THERAPEUTIC PROCEDURES","SYNOVECTOMY",1,0,2601,2624,2602,2624,5226,0,0,0,0,0.7
"Surgical and medical procedures","BONE AND JOINT THERAPEUTIC PROCEDURES","JOINT THERAPEUTIC PROCEDURES","",14,7,2588,2617,2602,2624,5226,0.5,0.3,0.3,2,2.9
"Surgical and medical procedures","BONE AND JOINT THERAPEUTIC PROCEDURES","LIMB THERAPEUTIC PROCEDURES","AMPUTATION",1,1,2601,2623,2602,2624,5226,0,0,0,1,0.7
"Surgical and medical procedures","BONE AND JOINT THERAPEUTIC PROCEDURES","LIMB THERAPEUTIC PROCEDURES","FOOT AMPUTATION",1,1,2601,2623,2602,2624,5226,0,0,0,1,0.7
"Surgical and medical procedures","BONE AND JOINT THERAPEUTIC PROCEDURES","LIMB THERAPEUTIC PROCEDURES","LEG AMPUTATION",6,9,2596,2615,2602,2624,5226,0.2,0.3,-0.1,0.7,1.9
"Surgical and medical procedures","BONE AND JOINT THERAPEUTIC PROCEDURES","LIMB THERAPEUTIC PROCEDURES","LIMB OPERATION",1,1,2601,2623,2602,2624,5226,0,0,0,1,0.7
"Surgical and medical procedures","BONE AND JOINT THERAPEUTIC PROCEDURES","LIMB THERAPEUTIC PROCEDURES","TOE AMPUTATION",10,1,2592,2623,2602,2624,5226,0.4,0,0.3,10.1,5.3
"Surgical and medical procedures","BONE AND JOINT THERAPEUTIC PROCEDURES","LIMB THERAPEUTIC PROCEDURES","",19,13,2583,2611,2602,2624,5226,0.7,0.5,0.2,1.5,2.5
"Surgical and medical procedures","BONE AND JOINT THERAPEUTIC PROCEDURES","","",33,20,2569,2604,2602,2624,5226,1.3,0.8,0.5,1.7,3.9
"Surgical and medical procedures","CARDIAC THERAPEUTIC PROCEDURES","CARDIAC DEVICE THERAPEUTIC PROCEDURES","CARDIAC PACEMAKER BATTERY REPLACEMENT",2,0,2600,2624,2602,2624,5226,0.1,0,0.1,0,1.4
"Surgical and medical procedures","CARDIAC THERAPEUTIC PROCEDURES","CARDIAC DEVICE THERAPEUTIC PROCEDURES","CARDIAC PACEMAKER INSERTION",1,0,2601,2624,2602,2624,5226,0,0,0,0,0.7
"Surgical and medical procedures","CARDIAC THERAPEUTIC PROCEDURES","CARDIAC DEVICE THERAPEUTIC PROCEDURES","CARDIAC PACEMAKER REPLACEMENT",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Surgical and medical procedures","CARDIAC THERAPEUTIC PROCEDURES","CARDIAC DEVICE THERAPEUTIC PROCEDURES","IMPLANTABLE DEFIBRILLATOR INSERTION",1,0,2601,2624,2602,2624,5226,0,0,0,0,0.7
"Surgical and medical procedures","CARDIAC THERAPEUTIC PROCEDURES","CARDIAC DEVICE THERAPEUTIC PROCEDURES","",4,1,2598,2623,2602,2624,5226,0.2,0,0.1,4,1.9
"Surgical and medical procedures","CARDIAC THERAPEUTIC PROCEDURES","CARDIAC THERAPEUTIC PROCEDURES NEC","CARDIAC REHABILITATION THERAPY",0,3,2602,2621,2602,2624,5226,0,0.1,-0.1,0,2.1
"Surgical and medical procedures","CARDIAC THERAPEUTIC PROCEDURES","CARDIAC THERAPEUTIC PROCEDURES NEC","CARDIOVERSION",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Surgical and medical procedures","CARDIAC THERAPEUTIC PROCEDURES","CARDIAC THERAPEUTIC PROCEDURES NEC","",0,4,2602,2620,2602,2624,5226,0,0.2,-0.2,0,2.8
"Surgical and medical procedures","CARDIAC THERAPEUTIC PROCEDURES","CARDIAC VALVE THERAPEUTIC PROCEDURES","AORTIC VALVE REPLACEMENT",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Surgical and medical procedures","CARDIAC THERAPEUTIC PROCEDURES","CARDIAC VALVE THERAPEUTIC PROCEDURES","",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Surgical and medical procedures","CARDIAC THERAPEUTIC PROCEDURES","","",4,6,2598,2618,2602,2624,5226,0.2,0.2,-0.1,0.7,1.6
"Surgical and medical procedures","ENDOCRINE GLAND THERAPEUTIC PROCEDURES","THYROID THERAPEUTIC PROCEDURES","THYROIDECTOMY",1,1,2601,2623,2602,2624,5226,0,0,0,1,0.7
"Surgical and medical procedures","ENDOCRINE GLAND THERAPEUTIC PROCEDURES","THYROID THERAPEUTIC PROCEDURES","",1,1,2601,2623,2602,2624,5226,0,0,0,1,0.7
"Surgical and medical procedures","ENDOCRINE GLAND THERAPEUTIC PROCEDURES","","",1,1,2601,2623,2602,2624,5226,0,0,0,1,0.7
"Surgical and medical procedures","EYE THERAPEUTIC PROCEDURES","CORNEAL AND SCLERAL THERAPEUTIC PROCEDURES","CORNEAL TRANSPLANT",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Surgical and medical procedures","EYE THERAPEUTIC PROCEDURES","CORNEAL AND SCLERAL THERAPEUTIC PROCEDURES","",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Surgical and medical procedures","EYE THERAPEUTIC PROCEDURES","LENS THERAPEUTIC PROCEDURES","CATARACT OPERATION",19,11,2583,2613,2602,2624,5226,0.7,0.4,0.3,1.7,3
"Surgical and medical procedures","EYE THERAPEUTIC PROCEDURES","LENS THERAPEUTIC PROCEDURES","",19,11,2583,2613,2602,2624,5226,0.7,0.4,0.3,1.7,3
"Surgical and medical procedures","EYE THERAPEUTIC PROCEDURES","RETINAL THERAPEUTIC PROCEDURES","RETINAL LASER COAGULATION",1,1,2601,2623,2602,2624,5226,0,0,0,1,0.7
"Surgical and medical procedures","EYE THERAPEUTIC PROCEDURES","RETINAL THERAPEUTIC PROCEDURES","",1,1,2601,2623,2602,2624,5226,0,0,0,1,0.7
"Surgical and medical procedures","EYE THERAPEUTIC PROCEDURES","","",20,13,2582,2611,2602,2624,5226,0.8,0.5,0.3,1.6,2.7
"Surgical and medical procedures","GASTROINTESTINAL THERAPEUTIC PROCEDURES","ABDOMINAL THERAPEUTIC PROCEDURES NEC","ABDOMINAL WALL OPERATION",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Surgical and medical procedures","GASTROINTESTINAL THERAPEUTIC PROCEDURES","ABDOMINAL THERAPEUTIC PROCEDURES NEC","",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Surgical and medical procedures","GASTROINTESTINAL THERAPEUTIC PROCEDURES","HERNIA REPAIRS","INGUINAL HERNIA REPAIR",2,1,2600,2623,2602,2624,5226,0.1,0,0,2,1
"Surgical and medical procedures","GASTROINTESTINAL THERAPEUTIC PROCEDURES","HERNIA REPAIRS","UMBILICAL HERNIA REPAIR",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Surgical and medical procedures","GASTROINTESTINAL THERAPEUTIC PROCEDURES","HERNIA REPAIRS","",2,2,2600,2622,2602,2624,5226,0.1,0.1,0,1,1
"Surgical and medical procedures","GASTROINTESTINAL THERAPEUTIC PROCEDURES","","",2,3,2600,2621,2602,2624,5226,0.1,0.1,0,0.7,1.2
"Surgical and medical procedures","HAEMATOLOGICAL AND LYMPHOID TISSUE THERAPEUTIC PROCEDURES","HAEMATOLOGICAL THERAPEUTIC PROCEDURES NEC","ANTICOAGULANT THERAPY",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Surgical and medical procedures","HAEMATOLOGICAL AND LYMPHOID TISSUE THERAPEUTIC PROCEDURES","HAEMATOLOGICAL THERAPEUTIC PROCEDURES NEC","THROMBOLYSIS",1,1,2601,2623,2602,2624,5226,0,0,0,1,0.7
"Surgical and medical procedures","HAEMATOLOGICAL AND LYMPHOID TISSUE THERAPEUTIC PROCEDURES","HAEMATOLOGICAL THERAPEUTIC PROCEDURES NEC","",1,2,2601,2622,2602,2624,5226,0,0.1,0,0.5,1
"Surgical and medical procedures","HAEMATOLOGICAL AND LYMPHOID TISSUE THERAPEUTIC PROCEDURES","","",1,2,2601,2622,2602,2624,5226,0,0.1,0,0.5,1
"Surgical and medical procedures","HEAD AND NECK THERAPEUTIC PROCEDURES","HEAD, NECK AND ORAL CAVITY THERAPEUTIC PROCEDURES NEC","OTORHINOLARYNGOLOGICAL SURGERY",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Surgical and medical procedures","HEAD AND NECK THERAPEUTIC PROCEDURES","HEAD, NECK AND ORAL CAVITY THERAPEUTIC PROCEDURES NEC","",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Surgical and medical procedures","HEAD AND NECK THERAPEUTIC PROCEDURES","INNER EAR THERAPEUTIC PROCEDURES","INNER EAR OPERATION",1,0,2601,2624,2602,2624,5226,0,0,0,0,0.7
"Surgical and medical procedures","HEAD AND NECK THERAPEUTIC PROCEDURES","INNER EAR THERAPEUTIC PROCEDURES","",1,0,2601,2624,2602,2624,5226,0,0,0,0,0.7
"Surgical and medical procedures","HEAD AND NECK THERAPEUTIC PROCEDURES","NASAL THERAPEUTIC PROCEDURES","NASAL SEPTAL OPERATION",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Surgical and medical procedures","HEAD AND NECK THERAPEUTIC PROCEDURES","NASAL THERAPEUTIC PROCEDURES","",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Surgical and medical procedures","HEAD AND NECK THERAPEUTIC PROCEDURES","","",1,2,2601,2622,2602,2624,5226,0,0.1,0,0.5,1
"Surgical and medical procedures","HEPATOBILIARY THERAPEUTIC PROCEDURES","BILIARY TRACT AND GALLBLADDER THERAPEUTIC PROCEDURES","CHOLECYSTECTOMY",0,2,2602,2622,2602,2624,5226,0,0.1,-0.1,0,1.4
"Surgical and medical procedures","HEPATOBILIARY THERAPEUTIC PROCEDURES","BILIARY TRACT AND GALLBLADDER THERAPEUTIC PROCEDURES","",0,2,2602,2622,2602,2624,5226,0,0.1,-0.1,0,1.4
"Surgical and medical procedures","HEPATOBILIARY THERAPEUTIC PROCEDURES","","",0,2,2602,2622,2602,2624,5226,0,0.1,-0.1,0,1.4
